10	300
ryoishikawa	ryoishikawa_2009_01_04_19_00-shot04_10-Track1-Frame1273-Face1	martinahingis	martinahingis_2006_02_01_19_00-shot01_192-Track1-Frame48556-Face1
ichiroozawa	ichiroozawa_2011_02_14_19_00-shot14_13-Track1-Frame2751-Face1	barutokaito	barutokaito_2010_03_21_19_00-shot21_203-Track1-Frame47573-Face1
naruhito	naruhito_2005_02_23_19_00-shot23_134-Track1-Frame33648-Face1	shigeofukuchi	shigeofukuchi_2010_07_06_19_00-shot06_37-Track1-Frame12138-Face1
masayoshison	masayoshison_2006_10_30_19_00-shot30_82-Track1-Frame23330-Face1	yoshimiwatanabe	yoshimiwatanabe_2010_06_04_19_00-shot04_234-Track1-Frame40798-Face1
taroaso	taroaso_2001_04_12_19_00-shot12_69-Track1-Frame11912-Face2	sachiyonomura	sachiyonomura_2001_12_05_19_00-shot05_72-Track1-Frame26347-Face1
jiwoochoi	jiwoochoi_2004_07_22_19_00-shot22_95-Track1-Frame22116-Face1	johnkerry	johnkerry_2007_12_30_19_00-shot30_125-Track1-Frame27890-Face1
syunsaito	syunsaito_2008_02_08_19_00-shot08_18-Track1-Frame4970-Face1	jintaohu	jintaohu_2006_10_06_19_00-shot06_57-Track1-Frame18162-Face1
taroaso	taroaso_2007_06_14_19_00-shot14_102-Track1-Frame27684-Face1	takeshiokada	takeshiokada_2009_11_19_19_00-shot19_217-Track1-Frame48134-Face1
natsuoyamaguchi	natsuoyamaguchi_2009_10_17_19_00-shot17_46-Track1-Frame11952-Face1	takenorikanzaki	takenorikanzaki_2007_06_07_19_00-shot07_95-Track1-Frame31934-Face2
kaoruyosano	kaoruyosano_2007_09_10_19_00-shot10_80-Track1-Frame17964-Face1	jintaohu	jintaohu_2008_05_06_19_00-shot06_60-Track1-Frame8346-Face1
yoshimiwatanabe	yoshimiwatanabe_2006_12_28_19_00-shot28_55-Track1-Frame13570-Face1	ebizoichikawa	ebizoichikawa_2010_12_08_19_00-shot08_56-Track1-Frame25188-Face1
zico	zico_2006_06_26_19_00-shot26_127-Track1-Frame36460-Face1	naotokan	naotokan_2006_04_06_19_00-shot06_32-Track1-Frame5754-Face1
masako	masako_2005_03_10_19_00-shot10_122-Track1-Frame34853-Face1	hideohigashikokubaru	hideohigashikokubaru_2010_07_01_19_00-shot01_114-Track1-Frame25028-Face1
yukiohatoyama	yukiohatoyama_2008_03_12_19_00-shot12_25-Track1-Frame6630-Face2	takenorikanzaki	takenorikanzaki_2001_07_05_19_00-shot05_88-Track1-Frame23148-Face1
vladimirputin	vladimirputin_2001_03_23_19_00-shot23_3-Track1-Frame1046-Face1	shizukaarakawa	shizukaarakawa_2006_02_22_19_00-shot22_9-Track1-Frame1379-Face1
yujiang	yujiang_2008_04_03_19_00-shot03_11-Track1-Frame1154-Face1	dae-jungkim	dae-jungkim_2002_03_13_19_00-shot13_130-Track1-Frame39580-Face1
takeshikoizumi	takeshikoizumi_2008_11_24_19_00-shot24_44-Track1-Frame9591-Face2	ebizoichikawa	ebizoichikawa_2010_12_08_19_00-shot08_69-Track1-Frame30072-Face1
hidekimatsui	hidekimatsui_2007_05_13_19_00-shot13_141-Track1-Frame34813-Face1	shoichinakagawa	shoichinakagawa_2009_02_17_19_00-shot17_47-Track1-Frame5275-Face1
kazuoshii	kazuoshii_2001_05_17_19_00-shot17_31-Track1-Frame11324-Face1	daisuketakahashi	daisuketakahashi_2010_03_30_19_00-shot30_166-Track1-Frame44865-Face1
kaoriiida	kaoriiida_2008_01_18_19_00-shot18_43-Track1-Frame10446-Face1	takafumihorie	takafumihorie_2006_01_26_19_00-shot26_8-Track1-Frame3415-Face2
masayoshison	masayoshison_2006_11_08_19_00-shot08_149-Track1-Frame45522-Face1	saddamhussein	saddamhussein_2003_03_24_19_00-shot24_166-Track1-Frame53558-Face1
shin	shin_2001_08_06_19_00-shot06_154-Track1-Frame40536-Face1	shizukaarakawa	shizukaarakawa_2006_03_27_19_00-shot27_126-Track1-Frame29086-Face1
kazuhitohikima	kazuhitohikima_2008_05_14_19_00-shot14_74-Track1-Frame18259-Face1	johnmccain	johnmccain_2008_09_05_19_00-shot05_105-Track1-Frame27089-Face1
sachiyonomura	sachiyonomura_2001_12_05_19_00-shot05_75-Track1-Frame26674-Face1	tsuyoshiyamashita	tsuyoshiyamashita_2007_10_30_19_00-shot30_60-Track1-Frame14022-Face1
akiotoyoda	akiotoyoda_2011_01_05_19_00-shot05_44-Track1-Frame18279-Face2	zico	zico_2006_02_21_19_00-shot21_168-Track1-Frame46667-Face1
masaakishirakawa	masaakishirakawa_2008_09_17_19_00-shot17_36-Track1-Frame13435-Face1	gloriamacapagal-arroyo	gloriamacapagal-arroyo_2006_02_25_19_00-shot25_89-Track1-Frame26232-Face1
mizuhofukushima	mizuhofukushima_2004_06_19_19_00-shot19_86-Track1-Frame29068-Face1	jintaohu	jintaohu_2008_05_07_19_00-shot07_46-Track1-Frame5848-Face1
takenorikanzaki	takenorikanzaki_2001_12_13_19_00-shot13_162-Track1-Frame51257-Face2	monalisa	monalisa_2006_09_27_19_00-shot27_180-Track1-Frame39969-Face1
akihiroohta	akihiroohta_2007_08_22_19_00-shot22_115-Track1-Frame23387-Face1	shin	shin_2010_01_12_19_00-shot12_211-Track1-Frame52898-Face1
martinahingis	martinahingis_2006_01_30_19_00-shot30_171-Track1-Frame42923-Face2	yujiang	yujiang_2010_09_30_19_00-shot30_25-Track1-Frame12025-Face1
azumakoshiishi	azumakoshiishi_2009_02_19_19_00-shot19_38-Track1-Frame10848-Face2	yoshimiwatanabe	yoshimiwatanabe_2010_06_04_19_00-shot04_234-Track1-Frame40798-Face1
kikokawashima	kikokawashima_2006_09_06_19_00-shot06_47-Track2-Frame8715-Face1	kazuhitohikima	kazuhitohikima_2008_05_14_19_00-shot14_74-Track4-Frame18625-Face1
shigeofukuchi	shigeofukuchi_2008_01_25_19_00-shot25_82-Track1-Frame28167-Face1	saddamhussein	saddamhussein_2003_03_16_19_00-shot16_26-Track1-Frame8938-Face1
jianchaoliu	jianchaoliu_2006_10_10_19_00-shot10_12-Track1-Frame2671-Face1	kenfunato	kenfunato_2008_02_27_19_00-shot27_27-Track1-Frame7237-Face1
monalisa	monalisa_2006_09_27_19_00-shot27_180-Track1-Frame39969-Face1	ichirosuzuki	ichirosuzuki_2004_08_27_19_00-shot27_179-Track1-Frame46755-Face1
mahmoudahmadinejad	mahmoudahmadinejad_2006_06_12_19_00-shot12_136-Track1-Frame32086-Face1	masajuroshiokawa	masajuroshiokawa_2001_12_20_19_00-shot20_31-Track2-Frame10325-Face1
masaakishirakawa	masaakishirakawa_2008_04_11_19_00-shot11_3-Track1-Frame212-Face1	akinoriasashoryu	akinoriasashoryu_2008_01_13_19_00-shot13_41-Track1-Frame10370-Face1
hideohigashikokubaru	hideohigashikokubaru_2010_08_28_19_00-shot28_85-Track1-Frame41556-Face1	barakobama	barakobama_2008_11_05_19_00-shot05_86-Track2-Frame14519-Face1
barutokaito	barutokaito_2010_03_29_19_00-shot29_179-Track1-Frame45884-Face1	saddamhussein	saddamhussein_2007_01_08_19_00-shot08_60-Track1-Frame19275-Face1
takafumihorie	takafumihorie_2005_02_24_19_00-shot24_56-Track4-Frame17459-Face1	barutokaito	barutokaito_2010_01_18_19_00-shot18_211-Track1-Frame48719-Face1
kikokawashima	kikokawashima_2006_09_06_19_00-shot06_224-Track1-Frame41915-Face1	osamabinladen	osamabinladen_2001_12_12_19_00-shot12_66-Track1-Frame26399-Face1
shin	shin_2009_07_15_19_00-shot15_7-Track1-Frame1427-Face1	ryutarohashimoto	ryutarohashimoto_2004_11_30_19_00-shot30_45-Track1-Frame8627-Face1
moo-hyunroh	moo-hyunroh_2003_06_06_19_00-shot06_71-Track1-Frame17846-Face1	masako	masako_2004_05_12_19_00-shot12_111-Track1-Frame28432-Face1
jong-ilkim	jong-ilkim_2009_04_05_19_00-shot05_112-Track1-Frame33878-Face1	kaoruyosano	kaoruyosano_2010_04_05_19_00-shot05_101-Track2-Frame17921-Face1
natsuoyamaguchi	natsuoyamaguchi_2010_01_04_19_00-shot04_47-Track1-Frame10743-Face1	ichiroozawa	ichiroozawa_2008_09_08_19_00-shot08_45-Track1-Frame12831-Face1
masayoshison	masayoshison_2004_02_27_19_00-shot27_124-Track1-Frame39904-Face1	banrikaieda	banrikaieda_2011_01_14_19_00-shot14_75-Track2-Frame28380-Face1
barutokaito	barutokaito_2010_03_22_19_00-shot22_192-Track1-Frame42493-Face1	kosukekitajima	kosukekitajima_2008_04_26_19_00-shot26_96-Track4-Frame15469-Face1
ebizoichikawa	ebizoichikawa_2010_12_08_19_00-shot08_50-Track1-Frame24738-Face1	ryoishikawa	ryoishikawa_2007_08_30_19_00-shot30_188-Track1-Frame45653-Face2
christopherhill	christopherhill_2006_07_12_19_00-shot12_16-Track1-Frame3967-Face1	jrtokaibusstaff	jrtokaibusstaff_2008_07_17_19_00-shot17_35-Track1-Frame9660-Face1
ichirosuzuki	ichirosuzuki_2004_10_04_19_00-shot04_59-Track1-Frame15848-Face2	ryoishikawa	ryoishikawa_2009_12_07_19_00-shot07_162-Track2-Frame46246-Face2
nariakinakayama	nariakinakayama_2008_09_26_19_00-shot26_25-Track1-Frame6612-Face1	mizuhofukushima	mizuhofukushima_2004_10_12_19_00-shot12_170-Track1-Frame39643-Face1
pervezmusharraf	pervezmusharraf_2001_09_17_19_00-shot17_6-Track1-Frame4301-Face1	yujiang	yujiang_2007_01_30_19_00-shot30_73-Track1-Frame18947-Face1
dae-jungkim	dae-jungkim_2001_10_16_19_00-shot16_199-Track1-Frame58204-Face1	tsuyoshiyamashita	tsuyoshiyamashita_2007_10_30_19_00-shot30_48-Track1-Frame13026-Face1
tetsuroyano	tetsuroyano_2008_09_04_19_00-shot04_88-Track1-Frame24819-Face1	donaldrumsfeld	donaldrumsfeld_2003_03_29_19_00-shot29_131-Track1-Frame33240-Face1
takeshikoizumi	takeshikoizumi_2008_12_04_19_00-shot04_84-Track1-Frame25037-Face1	makikotanaka	makikotanaka_2001_08_02_19_00-shot02_9-Track1-Frame3845-Face1
yujiang	yujiang_2010_12_14_19_00-shot14_56-Track1-Frame41440-Face1	yoshitosengoku	yoshitosengoku_2009_10_18_19_00-shot18_12-Track1-Frame3055-Face1
taroaso	taroaso_2009_01_06_19_00-shot06_80-Track1-Frame21471-Face1	jrtokaibusstaff	jrtokaibusstaff_2008_07_17_19_00-shot17_35-Track1-Frame9660-Face1
kazuoshii	kazuoshii_2003_01_04_19_00-shot04_91-Track1-Frame29436-Face1	masajuroshiokawa	masajuroshiokawa_2001_12_20_19_00-shot20_31-Track2-Frame10325-Face1
sadakazutanigaki	sadakazutanigaki_2011_03_05_19_00-shot05_45-Track1-Frame15764-Face1	ebizoichikawa	ebizoichikawa_2010_12_08_19_00-shot08_69-Track1-Frame30072-Face1
johnkerry	johnkerry_2007_11_21_19_00-shot21_5-Track1-Frame829-Face1	hideohigashikokubaru	hideohigashikokubaru_2011_01_20_19_00-shot20_101-Track1-Frame37583-Face1
kazuhitohikima	kazuhitohikima_2008_05_14_19_00-shot14_74-Track2-Frame18383-Face1	yukioedano	yukioedano_2011_04_04_19_00-shot04_19-Track1-Frame11097-Face1
monalisa	monalisa_2008_01_15_19_00-shot15_69-Track3-Frame24577-Face1	makikotanaka	makikotanaka_2001_11_13_19_00-shot13_287-Track1-Frame90250-Face1
sennichihoshino	sennichihoshino_2001_12_15_19_00-shot15_175-Track1-Frame45340-Face1	yukiohatoyama	yukiohatoyama_2010_05_08_19_00-shot08_4-Track1-Frame927-Face1
mizuhofukushima	mizuhofukushima_2007_07_11_19_00-shot11_76-Track1-Frame12815-Face1	jianchaoliu	jianchaoliu_2008_07_01_19_00-shot01_164-Track1-Frame40004-Face1
jianchaoliu	jianchaoliu_2007_10_16_19_00-shot16_2-Track1-Frame217-Face1	saddamhussein	saddamhussein_2006_12_27_19_00-shot27_93-Track1-Frame31009-Face1
ichirosuzuki	ichirosuzuki_2006_03_22_19_00-shot22_3-Track1-Frame210-Face1	pervezmusharraf	pervezmusharraf_2001_09_16_19_00-shot16_77-Track1-Frame20683-Face1
mizuhofukushima	mizuhofukushima_2004_10_12_19_00-shot12_170-Track1-Frame39643-Face1	sadakazutanigaki	sadakazutanigaki_2010_08_11_19_00-shot11_98-Track1-Frame30755-Face1
gloriamacapagal-arroyo	gloriamacapagal-arroyo_2002_01_09_19_00-shot09_75-Track1-Frame22087-Face1	naokotakahashi	naokotakahashi_2005_11_10_19_00-shot10_164-Track1-Frame46713-Face1
kazuoshii	kazuoshii_2005_01_04_19_00-shot04_155-Track2-Frame35925-Face1	pervezmusharraf	pervezmusharraf_2001_12_22_19_00-shot22_101-Track1-Frame38393-Face1
syunsaito	syunsaito_2008_02_07_19_00-shot07_59-Track1-Frame17989-Face1	tetsuroyano	tetsuroyano_2008_07_05_19_00-shot05_140-Track1-Frame34945-Face1
masakunimurakami	masakunimurakami_2001_06_29_19_00-shot29_74-Track1-Frame31120-Face1	hillaryclinton	hillaryclinton_2009_02_17_19_00-shot17_178-Track1-Frame34314-Face1
azumakoshiishi	azumakoshiishi_2007_12_13_19_00-shot13_35-Track1-Frame8694-Face1	zico	zico_2006_05_09_19_00-shot09_72-Track1-Frame20544-Face1
jiabaowen	jiabaowen_2007_12_02_19_00-shot02_84-Track1-Frame17397-Face1	condoleezzarice	condoleezzarice_2006_10_12_19_00-shot12_31-Track1-Frame8385-Face1
aifukuhara	aifukuhara_2004_04_14_19_00-shot14_156-Track1-Frame46943-Face1	barutokaito	barutokaito_2010_03_29_19_00-shot29_179-Track1-Frame45884-Face1
hillaryclinton	hillaryclinton_2008_02_06_19_00-shot06_102-Track1-Frame27042-Face1	barutokaito	barutokaito_2010_03_23_19_00-shot23_178-Track1-Frame47717-Face1
barakobama	barakobama_2008_02_09_19_00-shot09_125-Track1-Frame36813-Face1	condoleezzarice	condoleezzarice_2002_10_18_19_00-shot18_79-Track3-Frame15725-Face2
shizukakamei	shizukakamei_2001_04_12_19_00-shot12_83-Track1-Frame13596-Face1	moo-hyunroh	moo-hyunroh_2004_03_12_19_00-shot12_103-Track1-Frame20572-Face1
katsuyoshieto	katsuyoshieto_2008_07_08_19_00-shot08_93-Track1-Frame29649-Face1	akihito	akihito_2009_01_02_19_00-shot02_107-Track1-Frame23581-Face1
katsuyoshieto	katsuyoshieto_2008_07_10_19_00-shot10_17-Track1-Frame7529-Face1	renhomurata	renhomurata_2010_04_26_19_00-shot26_93-Track3-Frame27688-Face1
yukioedano	yukioedano_2011_04_19_19_00-shot19_32-Track1-Frame28782-Face1	yoshitosengoku	yoshitosengoku_2009_10_18_19_00-shot18_20-Track1-Frame5596-Face1
donaldrumsfeld	donaldrumsfeld_2001_10_08_19_00-shot08_125-Track1-Frame43863-Face1	wataruabe	wataruabe_2007_08_01_19_00-shot01_189-Track1-Frame45105-Face1
saddamhussein	saddamhussein_2004_06_15_19_00-shot15_80-Track2-Frame26219-Face1	yoshitosengoku	yoshitosengoku_2010_08_26_19_00-shot26_41-Track1-Frame15606-Face1
akihito	akihito_2010_12_23_19_00-shot23_56-Track1-Frame19989-Face1	jyun	jyun_2008_02_07_19_00-shot07_41-Track2-Frame12083-Face1
pervezmusharraf	pervezmusharraf_2001_10_08_19_00-shot08_98-Track1-Frame35923-Face1	takeshiokada	takeshiokada_2009_11_19_19_00-shot19_218-Track1-Frame48313-Face1
jiabaowen	jiabaowen_2009_12_16_19_00-shot16_136-Track1-Frame35043-Face1	shinzoabe	shinzoabe_2007_08_13_19_00-shot13_72-Track1-Frame17729-Face2
marionjones	marionjones_2007_10_06_19_00-shot06_75-Track3-Frame17969-Face1	banrikaieda	banrikaieda_2010_11_15_19_00-shot15_73-Track1-Frame40699-Face1
sachiyonomura	sachiyonomura_2001_12_05_19_00-shot05_86-Track1-Frame33480-Face1	aimiyazato	aimiyazato_2005_03_30_19_00-shot30_183-Track1-Frame42427-Face1
johnmccain	johnmccain_2008_09_05_19_00-shot05_12-Track1-Frame1314-Face1	ryoishikawa	ryoishikawa_2009_01_04_19_00-shot04_10-Track1-Frame1273-Face1
ichirosuzuki	ichirosuzuki_2004_10_04_19_00-shot04_59-Track1-Frame15848-Face2	takeshiokada	takeshiokada_2009_11_19_19_00-shot19_218-Track1-Frame48313-Face1
hideohigashikokubaru	hideohigashikokubaru_2011_01_20_19_00-shot20_101-Track1-Frame37583-Face1	azumakoshiishi	azumakoshiishi_2009_02_19_19_00-shot19_38-Track1-Frame10848-Face2
ichirosuzuki	ichirosuzuki_2001_10_08_19_00-shot08_313-Track1-Frame101711-Face1	sachiyonomura	sachiyonomura_2001_12_04_19_00-shot04_63-Track1-Frame17630-Face1
yoshitosengoku	yoshitosengoku_2010_09_24_19_00-shot24_28-Track1-Frame13688-Face1	kaoruyosano	kaoruyosano_2007_08_27_19_00-shot27_179-Track1-Frame30030-Face1
hillaryclinton	hillaryclinton_2010_01_08_19_00-shot08_90-Track4-Frame28726-Face1	wataruabe	wataruabe_2006_07_24_19_00-shot24_151-Track1-Frame44356-Face1
tsuyoshiyamashita	tsuyoshiyamashita_2006_07_17_19_00-shot17_63-Track1-Frame15840-Face1	masakunimurakami	masakunimurakami_2001_03_21_19_00-shot21_46-Track1-Frame13570-Face1
maoasada	maoasada_2010_02_20_19_00-shot20_161-Track1-Frame28902-Face1	tetsuroyano	tetsuroyano_2008_09_04_19_00-shot04_87-Track6-Frame24074-Face2
azumakoshiishi	azumakoshiishi_2007_12_13_19_00-shot13_35-Track2-Frame8922-Face1	shinzoabe	shinzoabe_2006_09_21_19_00-shot21_44-Track1-Frame5004-Face1
hillaryclinton	hillaryclinton_2009_02_21_19_00-shot21_10-Track1-Frame1193-Face1	kotomitsuki	kotomitsuki_2001_09_23_19_00-shot23_89-Track1-Frame26829-Face1
banrikaieda	banrikaieda_2010_10_19_19_00-shot19_42-Track1-Frame14967-Face1	mahmoudahmadinejad	mahmoudahmadinejad_2006_02_05_19_00-shot05_116-Track1-Frame23481-Face1
sadakazutanigaki	sadakazutanigaki_2010_04_22_19_00-shot22_98-Track1-Frame25191-Face1	shin	shin_2009_04_30_19_00-shot30_5-Track2-Frame1256-Face1
ryoishikawa	ryoishikawa_2009_12_07_19_00-shot07_161-Track1-Frame46013-Face1	hillaryclinton	hillaryclinton_2009_02_21_19_00-shot21_44-Track1-Frame8833-Face1
kotomitsuki	kotomitsuki_2010_06_25_19_00-shot25_210-Track1-Frame36531-Face1	takenorikanzaki	takenorikanzaki_2006_07_20_19_00-shot20_89-Track1-Frame24823-Face1
sachiyonomura	sachiyonomura_2001_12_04_19_00-shot04_63-Track1-Frame17630-Face1	barutokaito	barutokaito_2010_03_29_19_00-shot29_170-Track1-Frame44824-Face1
katsuyoshieto	katsuyoshieto_2008_07_12_19_00-shot12_116-Track2-Frame28304-Face1	georgebush	georgebush_2001_09_16_19_00-shot16_11-Track1-Frame2838-Face1
mahmoudahmadinejad	mahmoudahmadinejad_2006_06_12_19_00-shot12_129-Track1-Frame30018-Face1	masajuroshiokawa	masajuroshiokawa_2001_12_20_19_00-shot20_21-Track1-Frame5620-Face1
ryutarohashimoto	ryutarohashimoto_2004_07_30_19_00-shot30_58-Track1-Frame20652-Face1	bunmeiibuki	bunmeiibuki_2009_07_14_19_00-shot14_92-Track1-Frame25897-Face2
junichirokoizumi	junichirokoizumi_2004_06_01_19_00-shot01_42-Track1-Frame16685-Face1	masako	masako_2002_12_05_19_00-shot05_224-Track1-Frame38607-Face1
junichirokoizumi	junichirokoizumi_2002_11_05_19_00-shot05_1-Track1-Frame484-Face1	yoichimasuzoe	yoichimasuzoe_2007_07_03_19_00-shot03_58-Track2-Frame10176-Face1
sennichihoshino	sennichihoshino_2001_12_15_19_00-shot15_180-Track1-Frame45991-Face1	hidekimatsui	hidekimatsui_2007_01_13_19_00-shot13_170-Track1-Frame46432-Face1
akihito	akihito_2004_06_29_19_00-shot29_102-Track1-Frame27590-Face2	kosukekitajima	kosukekitajima_2010_04_12_19_00-shot12_160-Track1-Frame44913-Face1
takakodoi	takakodoi_2002_03_17_19_00-shot17_10-Track1-Frame5017-Face2	sadakazutanigaki	sadakazutanigaki_2007_09_13_19_00-shot13_45-Track1-Frame10044-Face1
kazuhitohikima	kazuhitohikima_2008_05_14_19_00-shot14_74-Track1-Frame18259-Face1	masako	masako_2004_04_02_19_00-shot02_136-Track1-Frame37322-Face1
georgebush	georgebush_2005_09_02_19_00-shot02_77-Track1-Frame21137-Face1	ichiroozawa	ichiroozawa_2003_09_20_19_00-shot20_172-Track2-Frame30194-Face2
ryutarohashimoto	ryutarohashimoto_2004_11_24_19_00-shot24_87-Track1-Frame23536-Face1	akihito	akihito_2009_12_23_19_00-shot23_92-Track1-Frame22801-Face1
johnkerry	johnkerry_2007_11_21_19_00-shot21_67-Track1-Frame23234-Face1	naotokan	naotokan_2010_06_03_19_00-shot03_59-Track1-Frame18267-Face1
shigeofukuchi	shigeofukuchi_2008_01_25_19_00-shot25_95-Track1-Frame30754-Face1	naokotakahashi	naokotakahashi_2008_10_28_19_00-shot28_103-Track1-Frame15650-Face1
hidekimatsui	hidekimatsui_2003_07_08_19_00-shot08_168-Track1-Frame43071-Face1	junichirokoizumi	junichirokoizumi_2001_05_31_19_00-shot31_29-Track1-Frame5811-Face1
shintaroishihara	shintaroishihara_2009_09_04_19_00-shot04_179-Track1-Frame42965-Face1	gloriamacapagal-arroyo	gloriamacapagal-arroyo_2006_02_25_19_00-shot25_85-Track1-Frame25923-Face1
syunsaito	syunsaito_2008_09_14_19_00-shot14_94-Track7-Frame25141-Face1	naotokan	naotokan_2003_02_22_19_00-shot22_123-Track1-Frame33442-Face1
sennichihoshino	sennichihoshino_2001_12_15_19_00-shot15_180-Track1-Frame45991-Face1	yumieyoshiba	yumieyoshiba_2009_03_15_19_00-shot15_209-Track1-Frame48839-Face1
vladimirputin	vladimirputin_2001_06_15_19_00-shot15_102-Track1-Frame38600-Face1	natsuoyamaguchi	natsuoyamaguchi_2009_10_17_19_00-shot17_48-Track1-Frame12211-Face1
azumakoshiishi	azumakoshiishi_2009_09_12_19_00-shot12_59-Track2-Frame18739-Face1	shizukakamei	shizukakamei_2010_04_27_19_00-shot27_43-Track1-Frame15753-Face1
takenorikanzaki	takenorikanzaki_2006_09_14_19_00-shot14_87-Track1-Frame28945-Face1	masahikokhomura	masahikokhomura_2008_09_05_19_00-shot05_121-Track1-Frame30492-Face1
azumakoshiishi	azumakoshiishi_2009_07_14_19_00-shot14_25-Track1-Frame5582-Face1	aifukuhara	aifukuhara_2004_11_29_19_00-shot29_17-Track1-Frame2813-Face1
hillaryclinton	hillaryclinton_2008_01_31_19_00-shot31_129-Track2-Frame39300-Face1	yoichimasuzoe	yoichimasuzoe_2009_05_18_19_00-shot18_162-Track1-Frame33113-Face1
akitakasaiki	akitakasaiki_2008_06_07_19_00-shot07_154-Track1-Frame39085-Face1	georgebush	georgebush_2002_02_16_19_00-shot16_1-Track1-Frame523-Face1
kosukekitajima	kosukekitajima_2005_02_26_19_00-shot26_201-Track1-Frame48004-Face2	yumieyoshiba	yumieyoshiba_2006_02_11_19_00-shot11_213-Track1-Frame50767-Face1
hillaryclinton	hillaryclinton_2008_03_20_19_00-shot20_121-Track1-Frame30945-Face1	takakodoi	takakodoi_2002_03_17_19_00-shot17_10-Track1-Frame5017-Face2
nicolassakozy	nicolassakozy_2005_11_12_19_00-shot12_85-Track1-Frame30247-Face1	yumieyoshiba	yumieyoshiba_2006_01_28_19_00-shot28_182-Track2-Frame52599-Face1
mahmoudahmadinejad	mahmoudahmadinejad_2006_01_15_19_00-shot15_83-Track1-Frame21173-Face1	christopherhill	christopherhill_2007_03_18_19_00-shot18_50-Track1-Frame13581-Face1
kotomitsuki	kotomitsuki_2010_06_25_19_00-shot25_210-Track1-Frame36531-Face1	sennichihoshino	sennichihoshino_2001_12_15_19_00-shot15_177-Track3-Frame45520-Face1
yukioedano	yukioedano_2011_05_02_19_00-shot02_46-Track1-Frame21342-Face1	takenorikanzaki	takenorikanzaki_2001_07_05_19_00-shot05_93-Track1-Frame23719-Face1
barakobama	barakobama_2009_04_30_19_00-shot30_3-Track1-Frame417-Face1	georgebush	georgebush_2001_10_08_19_00-shot08_111-Track2-Frame40980-Face2
kenfunato	kenfunato_2008_02_27_19_00-shot27_27-Track1-Frame7237-Face1	natsuoyamaguchi	natsuoyamaguchi_2010_07_03_19_00-shot03_52-Track5-Frame14363-Face2
akiotoyoda	akiotoyoda_2010_02_09_19_00-shot09_20-Track1-Frame3985-Face1	johnmccain	johnmccain_2008_09_05_19_00-shot05_105-Track1-Frame27089-Face1
yukioedano	yukioedano_2010_06_26_19_00-shot26_64-Track1-Frame16556-Face1	takakodoi	takakodoi_2001_07_11_19_00-shot11_42-Track1-Frame8361-Face1
nariakinakayama	nariakinakayama_2008_09_26_19_00-shot26_25-Track1-Frame6612-Face1	yumieyoshiba	yumieyoshiba_2006_02_11_19_00-shot11_212-Track1-Frame47900-Face1
yoshitosengoku	yoshitosengoku_2010_07_26_19_00-shot26_35-Track1-Frame19288-Face1	hillaryclinton	hillaryclinton_2009_01_14_19_00-shot14_5-Track1-Frame1094-Face1
bunmeiibuki	bunmeiibuki_2009_04_09_19_00-shot09_64-Track1-Frame16450-Face2	shintaroishihara	shintaroishihara_2003_06_27_19_00-shot27_152-Track1-Frame39651-Face1
osamabinladen	osamabinladen_2001_10_02_19_00-shot02_47-Track1-Frame12966-Face2	muneosuzuki	muneosuzuki_2002_01_25_19_00-shot25_39-Track1-Frame13352-Face1
naruhito	naruhito_2004_05_27_19_00-shot27_94-Track1-Frame31378-Face1	yukioedano	yukioedano_2011_03_17_19_00-shot17_15-Track2-Frame8558-Face1
akihito	akihito_2009_01_29_19_00-shot29_44-Track1-Frame17736-Face1	makikotanaka	makikotanaka_2002_02_01_19_00-shot01_214-Track1-Frame52016-Face1
martinahingis	martinahingis_2006_01_30_19_00-shot30_171-Track1-Frame42923-Face2	yumieyoshiba	yumieyoshiba_2006_01_28_19_00-shot28_182-Track2-Frame52599-Face1
condoleezzarice	condoleezzarice_2008_06_27_19_00-shot27_49-Track1-Frame12875-Face1	sadakazutanigaki	sadakazutanigaki_2010_01_24_19_00-shot24_151-Track1-Frame26516-Face1
akinoriasashoryu	akinoriasashoryu_2007_09_01_19_00-shot01_101-Track1-Frame28876-Face1	azumakoshiishi	azumakoshiishi_2011_02_03_19_00-shot03_99-Track1-Frame41000-Face1
akitakasaiki	akitakasaiki_2008_12_07_19_00-shot07_95-Track2-Frame34956-Face1	yoshitosengoku	yoshitosengoku_2011_01_05_19_00-shot05_63-Track1-Frame28794-Face2
monalisa	monalisa_2008_01_15_19_00-shot15_81-Track1-Frame28506-Face1	myung-baklee	myung-baklee_2007_08_20_19_00-shot20_140-Track1-Frame36939-Face1
takakodoi	takakodoi_2001_07_11_19_00-shot11_42-Track1-Frame8361-Face1	yumieyoshiba	yumieyoshiba_2009_03_15_19_00-shot15_209-Track1-Frame48839-Face1
takeshikoizumi	takeshikoizumi_2008_11_25_19_00-shot25_46-Track3-Frame10908-Face1	azumakoshiishi	azumakoshiishi_2010_06_04_19_00-shot04_35-Track1-Frame5031-Face1
zico	zico_2006_05_09_19_00-shot09_72-Track1-Frame20544-Face1	condoleezzarice	condoleezzarice_2005_03_18_19_00-shot18_110-Track1-Frame28986-Face1
seijimaehara	seijimaehara_2009_09_25_19_00-shot25_72-Track1-Frame22607-Face1	takakodoi	takakodoi_2002_02_20_19_00-shot20_96-Track3-Frame28624-Face4
