10	300
naotokan	naotokan_2009_07_09_19_00-shot09_73-Track1-Frame16768-Face1	naotokan_2010_11_13_19_00-shot13_56-Track1-Frame21147-Face1
tonyblair	tonyblair_2001_10_09_19_00-shot09_139-Track1-Frame45182-Face1	tonyblair_2003_04_08_19_00-shot08_93-Track1-Frame25829-Face1
kotomitsuki	kotomitsuki_2007_07_22_19_00-shot22_88-Track1-Frame34908-Face1	kotomitsuki_2010_06_14_19_00-shot14_22-Track1-Frame3024-Face1
jianchaoliu	jianchaoliu_2006_05_23_19_00-shot23_93-Track1-Frame32165-Face1	jianchaoliu_2008_06_24_19_00-shot24_107-Track1-Frame34541-Face1
masaakishirakawa	masaakishirakawa_2008_12_19_19_00-shot19_2-Track1-Frame32-Face2	masaakishirakawa_2009_06_16_19_00-shot16_71-Track1-Frame17709-Face1
akihiroohta	akihiroohta_2007_12_11_19_00-shot11_48-Track1-Frame12051-Face1	akihiroohta_2009_09_03_19_00-shot03_104-Track1-Frame24418-Face1
shizukakamei	shizukakamei_2003_08_30_19_00-shot30_79-Track1-Frame19559-Face1	shizukakamei_2010_07_10_19_00-shot10_16-Track1-Frame9479-Face1
yukioedano	yukioedano_2010_06_06_19_00-shot06_56-Track2-Frame14291-Face2	yukioedano_2010_06_07_19_00-shot07_53-Track1-Frame6226-Face2
takakodoi	takakodoi_2002_03_17_19_00-shot17_10-Track1-Frame4925-Face1	takakodoi_2002_04_05_19_00-shot05_97-Track1-Frame31676-Face1
jintaohu	jintaohu_2008_05_06_19_00-shot06_60-Track1-Frame8492-Face1	jintaohu_2008_05_10_19_00-shot10_60-Track1-Frame10619-Face1
georgebush	georgebush_2002_04_29_19_00-shot29_35-Track1-Frame8928-Face1	georgebush_2009_01_16_19_00-shot16_113-Track1-Frame31343-Face1
christopherhill	christopherhill_2007_02_11_19_00-shot11_15-Track1-Frame3818-Face1	christopherhill_2007_03_18_19_00-shot18_50-Track1-Frame13632-Face1
yukiohatoyama	yukiohatoyama_2009_09_20_19_00-shot20_22-Track1-Frame3237-Face1	yukiohatoyama_2010_04_04_19_00-shot04_157-Track1-Frame43861-Face1
masako	masako_2004_05_12_19_00-shot12_111-Track1-Frame28501-Face1	masako_2004_06_25_19_00-shot25_185-Track1-Frame41802-Face1
muneosuzuki	muneosuzuki_2002_08_01_19_00-shot01_66-Track3-Frame20805-Face3	muneosuzuki_2002_08_31_19_00-shot31_19-Track1-Frame10894-Face1
colinpowell	colinpowell_2003_08_04_19_00-shot04_113-Track1-Frame37837-Face1	colinpowell_2004_04_21_19_00-shot21_35-Track1-Frame8361-Face1
yoshimiwatanabe	yoshimiwatanabe_2006_12_28_19_00-shot28_55-Track1-Frame13598-Face1	yoshimiwatanabe_2010_06_11_19_00-shot11_91-Track1-Frame18351-Face1
muneosuzuki	muneosuzuki_2002_05_15_19_00-shot15_72-Track1-Frame28346-Face2	muneosuzuki_2002_06_18_19_00-shot18_91-Track1-Frame22651-Face1
shoichinakagawa	shoichinakagawa_2006_01_31_19_00-shot31_31-Track1-Frame8632-Face1	shoichinakagawa_2008_10_25_19_00-shot25_70-Track1-Frame20264-Face1
makikotanaka	makikotanaka_2002_01_28_19_00-shot28_75-Track1-Frame19933-Face1	makikotanaka_2002_02_01_19_00-shot01_50-Track1-Frame11032-Face1
yujiang	yujiang_2010_09_30_19_00-shot30_25-Track1-Frame12190-Face1	yujiang_2010_12_28_19_00-shot28_104-Track1-Frame46040-Face1
ichiroozawa	ichiroozawa_2008_06_05_19_00-shot05_17-Track1-Frame6121-Face2	ichiroozawa_2010_11_03_19_00-shot03_72-Track1-Frame30281-Face1
masahikokhomura	masahikokhomura_2007_08_09_19_00-shot09_37-Track1-Frame11017-Face1	masahikokhomura_2007_11_08_19_00-shot08_100-Track1-Frame28028-Face1
muneosuzuki	muneosuzuki_2002_02_20_19_00-shot20_46-Track1-Frame11257-Face1	muneosuzuki_2002_05_24_19_00-shot24_30-Track1-Frame4510-Face2
ichirosuzuki	ichirosuzuki_2004_08_27_19_00-shot27_182-Track1-Frame47458-Face1	ichirosuzuki_2004_10_11_19_00-shot11_153-Track3-Frame42940-Face1
yasuofukuda	yasuofukuda_2008_05_13_19_00-shot13_182-Track1-Frame37246-Face1	yasuofukuda_2008_08_11_19_00-shot11_170-Track1-Frame38920-Face1
kaoruyosano	kaoruyosano_2008_09_04_19_00-shot04_21-Track1-Frame4145-Face1	kaoruyosano_2009_03_03_19_00-shot03_75-Track1-Frame22927-Face1
seijimaehara	seijimaehara_2009_11_29_19_00-shot29_32-Track2-Frame8481-Face1	seijimaehara_2010_09_17_19_00-shot17_115-Track2-Frame28938-Face1
shizukakamei	shizukakamei_2001_04_13_19_00-shot13_65-Track1-Frame16744-Face1	shizukakamei_2007_06_19_19_00-shot19_69-Track1-Frame21600-Face1
saenakarai	saenakarai_2005_02_18_19_00-shot18_152-Track1-Frame49086-Face1	saenakarai_2005_03_26_19_00-shot26_230-Track1-Frame52380-Face1
moo-hyunroh	moo-hyunroh_2002_12_27_19_00-shot27_48-Track1-Frame15530-Face1	moo-hyunroh_2006_10_11_19_00-shot11_107-Track1-Frame30496-Face1
shoichinakagawa	shoichinakagawa_2004_04_23_19_00-shot23_29-Track1-Frame15979-Face1	shoichinakagawa_2009_02_19_19_00-shot19_33-Track1-Frame9641-Face1
taroaso	taroaso_2009_08_06_19_00-shot06_104-Track3-Frame35939-Face1	taroaso_2009_11_12_19_00-shot12_124-Track1-Frame37432-Face2
akihiroohta	akihiroohta_2007_09_10_19_00-shot10_47-Track1-Frame8334-Face1	akihiroohta_2008_08_26_19_00-shot26_84-Track1-Frame23634-Face1
taroaso	taroaso_2007_08_09_19_00-shot09_36-Track1-Frame10541-Face1	taroaso_2009_02_18_19_00-shot18_69-Track1-Frame16791-Face1
donaldrumsfeld	donaldrumsfeld_2001_12_08_19_00-shot08_89-Track3-Frame24446-Face1	donaldrumsfeld_2003_03_29_19_00-shot29_137-Track1-Frame34716-Face1
mizuhofukushima	mizuhofukushima_2007_07_05_19_00-shot05_97-Track2-Frame32464-Face1	mizuhofukushima_2007_12_23_19_00-shot23_100-Track1-Frame29445-Face1
shohakuho	shohakuho_2007_05_30_19_00-shot30_171-Track1-Frame45383-Face1	shohakuho_2008_05_22_19_00-shot22_168-Track1-Frame44151-Face1
condoleezzarice	condoleezzarice_2002_10_18_19_00-shot18_79-Track3-Frame15814-Face1	condoleezzarice_2008_06_27_19_00-shot27_49-Track1-Frame12969-Face1
jiabaowen	jiabaowen_2007_12_02_19_00-shot02_87-Track1-Frame17778-Face1	jiabaowen_2010_10_06_19_00-shot06_50-Track4-Frame22629-Face1
georgebush	georgebush_2001_09_21_19_00-shot21_38-Track1-Frame10768-Face2	georgebush_2002_02_03_19_00-shot03_22-Track1-Frame6721-Face1
taroaso	taroaso_2009_02_25_19_00-shot25_43-Track1-Frame11406-Face1	taroaso_2009_07_16_19_00-shot16_8-Track1-Frame771-Face1
seijimaehara	seijimaehara_2009_09_25_19_00-shot25_72-Track1-Frame22628-Face1	seijimaehara_2010_11_30_19_00-shot30_57-Track1-Frame19231-Face1
masako	masako_2002_12_05_19_00-shot05_223-Track1-Frame38283-Face1	masako_2004_06_25_19_00-shot25_185-Track1-Frame41802-Face1
junichirokoizumi	junichirokoizumi_2001_04_12_19_00-shot12_44-Track1-Frame8973-Face1	junichirokoizumi_2005_01_25_19_00-shot25_42-Track1-Frame15863-Face1
aifukuhara	aifukuhara_2005_03_12_19_00-shot12_186-Track1-Frame44772-Face2	aifukuhara_2008_01_03_19_00-shot03_197-Track1-Frame47218-Face1
jiabaowen	jiabaowen_2008_03_18_19_00-shot18_120-Track1-Frame25834-Face1	jiabaowen_2010_10_17_19_00-shot17_17-Track1-Frame6007-Face1
shoichinakagawa	shoichinakagawa_2005_01_14_19_00-shot14_68-Track3-Frame23070-Face1	shoichinakagawa_2008_12_20_19_00-shot20_58-Track1-Frame19822-Face1
azumakoshiishi	azumakoshiishi_2010_10_14_19_00-shot14_40-Track1-Frame33082-Face1	azumakoshiishi_2011_02_14_19_00-shot14_21-Track7-Frame5684-Face1
shintaroishihara	shintaroishihara_2008_06_05_19_00-shot05_143-Track2-Frame42070-Face1	shintaroishihara_2010_04_10_19_00-shot10_73-Track1-Frame12658-Face1
jrtokaibusstaff	jrtokaibusstaff_2007_04_10_19_00-shot10_75-Track1-Frame21519-Face1	jrtokaibusstaff_2008_07_16_19_00-shot16_25-Track3-Frame10224-Face1
masako	masako_2004_04_02_19_00-shot02_136-Track1-Frame37297-Face1	masako_2004_05_12_19_00-shot12_111-Track1-Frame28501-Face1
shohakuho	shohakuho_2006_07_07_19_00-shot07_187-Track2-Frame47126-Face1	shohakuho_2010_05_23_19_00-shot23_189-Track1-Frame46531-Face1
jyun	jyun_2007_09_27_19_00-shot27_87-Track1-Frame15119-Face1	jyun_2008_02_10_19_00-shot10_18-Track1-Frame4958-Face1
shin	shin_2009_05_21_19_00-shot21_100-Track1-Frame21602-Face1	shin_2009_08_13_19_00-shot13_10-Track1-Frame1385-Face1
shoichinakagawa	shoichinakagawa_2004_10_17_19_00-shot17_90-Track1-Frame21701-Face1	shoichinakagawa_2006_09_25_19_00-shot25_40-Track1-Frame6614-Face1
jiabaowen	jiabaowen_2007_03_16_19_00-shot16_181-Track1-Frame46351-Face2	jiabaowen_2007_12_02_19_00-shot02_87-Track1-Frame17778-Face1
donaldrumsfeld	donaldrumsfeld_2001_11_27_19_00-shot27_43-Track1-Frame20330-Face1	donaldrumsfeld_2003_03_22_19_00-shot22_66-Track1-Frame14897-Face1
akinoriasashoryu	akinoriasashoryu_2006_07_21_19_00-shot21_192-Track1-Frame46161-Face1	akinoriasashoryu_2009_03_26_19_00-shot26_153-Track1-Frame44380-Face1
yukiohatoyama	yukiohatoyama_2002_12_02_19_00-shot02_24-Track1-Frame5253-Face1	yukiohatoyama_2009_10_13_19_00-shot13_70-Track1-Frame29601-Face1
ichiroozawa	ichiroozawa_2009_01_18_19_00-shot18_5-Track1-Frame553-Face1	ichiroozawa_2009_03_07_19_00-shot07_19-Track1-Frame3633-Face1
yoichimasuzoe	yoichimasuzoe_2007_12_20_19_00-shot20_15-Track1-Frame2811-Face1	yoichimasuzoe_2007_12_21_19_00-shot21_77-Track1-Frame22879-Face1
barutokaito	barutokaito_2010_03_21_19_00-shot21_203-Track1-Frame47389-Face1	barutokaito_2010_03_29_19_00-shot29_179-Track1-Frame45879-Face1
naotokan	naotokan_2002_12_14_19_00-shot14_119-Track1-Frame34184-Face1	naotokan_2011_02_24_19_00-shot24_36-Track1-Frame27801-Face1
wataruabe	wataruabe_2007_10_19_19_00-shot19_203-Track1-Frame48220-Face1	wataruabe_2007_11_02_19_00-shot02_170-Track1-Frame41896-Face1
shin	shin_2009_08_25_19_00-shot25_8-Track1-Frame1680-Face1	shin_2010_04_05_19_00-shot05_59-Track1-Frame10655-Face1
ryoishikawa	ryoishikawa_2007_08_30_19_00-shot30_189-Track1-Frame45807-Face1	ryoishikawa_2011_02_05_19_00-shot05_86-Track1-Frame48871-Face1
naruhito	naruhito_2004_05_13_19_00-shot13_62-Track1-Frame21872-Face1	naruhito_2004_06_08_19_00-shot08_12-Track1-Frame4039-Face2
ryoishikawa	ryoishikawa_2009_12_07_19_00-shot07_162-Track2-Frame46257-Face2	ryoishikawa_2011_02_05_19_00-shot05_86-Track1-Frame48871-Face1
masaakishirakawa	masaakishirakawa_2008_03_11_19_00-shot11_36-Track3-Frame8288-Face2	masaakishirakawa_2008_12_19_19_00-shot19_2-Track1-Frame32-Face2
saddamhussein	saddamhussein_2004_06_15_19_00-shot15_80-Track2-Frame26192-Face1	saddamhussein_2007_01_08_19_00-shot08_60-Track1-Frame19206-Face1
colinpowell	colinpowell_2004_01_07_19_00-shot07_110-Track1-Frame28080-Face1	colinpowell_2004_09_14_19_00-shot14_86-Track1-Frame27480-Face1
osamabinladen	osamabinladen_2001_09_25_19_00-shot25_50-Track1-Frame16169-Face1	osamabinladen_2001_09_28_19_00-shot28_19-Track1-Frame3836-Face1
sadakazutanigaki	sadakazutanigaki_2010_03_04_19_00-shot04_46-Track1-Frame13208-Face1	sadakazutanigaki_2010_04_28_19_00-shot28_43-Track1-Frame14633-Face2
syunsaito	syunsaito_2008_02_07_19_00-shot07_42-Track1-Frame12727-Face1	syunsaito_2008_02_08_19_00-shot08_18-Track1-Frame4830-Face1
masako	masako_2004_04_02_19_00-shot02_136-Track1-Frame37297-Face1	masako_2005_02_23_19_00-shot23_129-Track1-Frame32860-Face1
mizuhofukushima	mizuhofukushima_2005_09_10_19_00-shot10_23-Track4-Frame9509-Face1	mizuhofukushima_2009_07_29_19_00-shot29_95-Track1-Frame26747-Face1
jong-ilkim	jong-ilkim_2006_12_18_19_00-shot18_49-Track1-Frame10468-Face1	jong-ilkim_2007_02_13_19_00-shot13_59-Track1-Frame14812-Face1
hidekimatsui	hidekimatsui_2003_01_29_19_00-shot29_164-Track1-Frame46414-Face1	hidekimatsui_2007_05_13_19_00-shot13_141-Track1-Frame34731-Face1
osamabinladen	osamabinladen_2001_09_29_19_00-shot29_3-Track1-Frame1776-Face1	osamabinladen_2002_01_09_19_00-shot09_1-Track1-Frame397-Face2
yujiang	yujiang_2008_04_15_19_00-shot15_146-Track1-Frame38765-Face1	yujiang_2008_04_30_19_00-shot30_187-Track1-Frame40196-Face1
kosukekitajima	kosukekitajima_2005_02_26_19_00-shot26_201-Track2-Frame48201-Face1	kosukekitajima_2005_03_10_19_00-shot10_160-Track2-Frame44174-Face1
shinzoabe	shinzoabe_2007_06_20_19_00-shot20_76-Track1-Frame23208-Face1	shinzoabe_2007_09_10_19_00-shot10_103-Track2-Frame23655-Face1
christopherhill	christopherhill_2006_11_01_19_00-shot01_38-Track2-Frame10845-Face1	christopherhill_2007_02_11_19_00-shot11_15-Track1-Frame3818-Face1
jong-ilkim	jong-ilkim_2006_07_10_19_00-shot10_33-Track1-Frame8519-Face1	jong-ilkim_2006_10_15_19_00-shot15_79-Track1-Frame20731-Face1
fujiomitarai	fujiomitarai_2007_11_12_19_00-shot12_140-Track1-Frame36356-Face1	fujiomitarai_2008_03_12_19_00-shot12_32-Track1-Frame8507-Face1
tetsuroyano	tetsuroyano_2008_07_05_19_00-shot05_140-Track1-Frame34925-Face1	tetsuroyano_2008_09_04_19_00-shot04_87-Track6-Frame24279-Face2
saenakarai	saenakarai_2005_12_01_19_00-shot01_234-Track1-Frame49352-Face1	saenakarai_2006_11_04_19_00-shot04_218-Track1-Frame48962-Face1
georgebush	georgebush_2002_07_31_19_00-shot31_143-Track1-Frame29983-Face1	georgebush_2007_01_11_19_00-shot11_16-Track1-Frame4009-Face1
hideohigashikokubaru	hideohigashikokubaru_2010_07_01_19_00-shot01_114-Track1-Frame24968-Face1	hideohigashikokubaru_2010_09_29_19_00-shot29_66-Track1-Frame30519-Face1
akihiroohta	akihiroohta_2008_09_02_19_00-shot02_59-Track1-Frame10647-Face1	akihiroohta_2008_10_30_19_00-shot30_36-Track1-Frame14836-Face1
yoshitosengoku	yoshitosengoku_2010_09_08_19_00-shot08_126-Track1-Frame30431-Face1	yoshitosengoku_2010_11_25_19_00-shot25_103-Track2-Frame40349-Face2
mizuhofukushima	mizuhofukushima_2009_08_04_19_00-shot04_85-Track1-Frame25096-Face2	mizuhofukushima_2009_10_21_19_00-shot21_39-Track1-Frame8668-Face2
akihito	akihito_2002_12_28_19_00-shot28_84-Track1-Frame29408-Face1	akihito_2003_01_20_19_00-shot20_238-Track1-Frame50683-Face1
ichiroozawa	ichiroozawa_2008_03_25_19_00-shot25_70-Track1-Frame12938-Face1	ichiroozawa_2010_01_17_19_00-shot17_17-Track1-Frame3980-Face1
jianchaoliu	jianchaoliu_2006_05_23_19_00-shot23_93-Track1-Frame32165-Face1	jianchaoliu_2008_05_07_19_00-shot07_125-Track1-Frame22270-Face1
colinpowell	colinpowell_2001_09_22_19_00-shot22_43-Track1-Frame13853-Face1	colinpowell_2001_10_12_19_00-shot12_164-Track1-Frame59040-Face1
barakobama	barakobama_2009_01_20_19_00-shot20_60-Track1-Frame11289-Face1	barakobama_2011_02_02_19_00-shot02_65-Track1-Frame36103-Face1
jyun	jyun_2007_09_27_19_00-shot27_87-Track1-Frame15119-Face1	jyun_2008_02_07_19_00-shot07_41-Track2-Frame12069-Face1
yoshimiwatanabe	yoshimiwatanabe_2009_08_08_19_00-shot08_64-Track2-Frame19550-Face1	yoshimiwatanabe_2010_06_04_19_00-shot04_234-Track1-Frame40760-Face2
yukiohatoyama	yukiohatoyama_2008_09_12_19_00-shot12_130-Track3-Frame37031-Face1	yukiohatoyama_2010_04_12_19_00-shot12_56-Track1-Frame15991-Face1
shoichinakagawa	shoichinakagawa_2004_10_17_19_00-shot17_90-Track1-Frame21701-Face1	shoichinakagawa_2005_01_19_19_00-shot19_67-Track1-Frame19477-Face1
aifukuhara	aifukuhara_2004_08_20_19_00-shot20_125-Track1-Frame25743-Face2	aifukuhara_2004_12_01_19_00-shot01_191-Track1-Frame47876-Face1
hideohigashikokubaru	hideohigashikokubaru_2010_07_15_19_00-shot15_18-Track1-Frame5395-Face1	hideohigashikokubaru_2011_01_20_19_00-shot20_101-Track1-Frame37582-Face1
shinrikyoaum	shinrikyoaum_2006_02_20_19_00-shot20_9-Track2-Frame2898-Face1	shinrikyoaum_2006_09_15_19_00-shot15_59-Track1-Frame13672-Face1
takakodoi	takakodoi_2002_02_04_19_00-shot04_58-Track1-Frame14149-Face1	takakodoi_2002_02_19_19_00-shot19_72-Track1-Frame14666-Face1
muneosuzuki	muneosuzuki_2002_02_20_19_00-shot20_46-Track1-Frame11257-Face1	muneosuzuki_2010_09_08_19_00-shot08_9-Track1-Frame862-Face1
shoichinakagawa	shoichinakagawa_2005_01_14_19_00-shot14_68-Track3-Frame23070-Face1	shoichinakagawa_2006_09_25_19_00-shot25_40-Track1-Frame6614-Face1
pervezmusharraf	pervezmusharraf_2001_09_16_19_00-shot16_83-Track1-Frame21485-Face1	pervezmusharraf_2002_01_29_19_00-shot29_146-Track1-Frame31212-Face1
jiabaowen	jiabaowen_2005_03_14_19_00-shot14_103-Track1-Frame30506-Face1	jiabaowen_2010_03_14_19_00-shot14_49-Track1-Frame15109-Face1
yoshitosengoku	yoshitosengoku_2010_09_18_19_00-shot18_10-Track3-Frame3167-Face2	yoshitosengoku_2011_01_11_19_00-shot11_94-Track2-Frame39806-Face1
maoasada	maoasada_2006_08_28_19_00-shot28_175-Track1-Frame46373-Face1	maoasada_2010_02_27_19_00-shot27_82-Track1-Frame23720-Face1
kazuoshii	kazuoshii_2005_08_29_19_00-shot29_39-Track1-Frame8031-Face1	kazuoshii_2009_08_09_19_00-shot09_110-Track1-Frame25691-Face1
jong-ilkim	jong-ilkim_2003_05_25_19_00-shot25_57-Track2-Frame12709-Face1	jong-ilkim_2010_09_28_19_00-shot28_8-Track1-Frame4772-Face1
masaakishirakawa	masaakishirakawa_2008_04_11_19_00-shot11_39-Track1-Frame7635-Face1	masaakishirakawa_2010_03_17_19_00-shot17_54-Track1-Frame14357-Face1
shoichinakagawa	shoichinakagawa_2005_01_20_19_00-shot20_109-Track1-Frame34907-Face1	shoichinakagawa_2008_10_25_19_00-shot25_70-Track1-Frame20264-Face1
akihiroohta	akihiroohta_2007_08_07_19_00-shot07_72-Track1-Frame11085-Face1	akihiroohta_2008_04_15_19_00-shot15_55-Track1-Frame15867-Face1
moo-hyunroh	moo-hyunroh_2003_04_16_19_00-shot16_34-Track1-Frame10898-Face1	moo-hyunroh_2007_04_18_19_00-shot18_141-Track1-Frame34737-Face1
shizukakamei	shizukakamei_2001_04_13_19_00-shot13_65-Track1-Frame16744-Face1	shizukakamei_2001_04_16_19_00-shot16_104-Track1-Frame26603-Face1
takakodoi	takakodoi_2002_02_20_19_00-shot20_96-Track3-Frame28637-Face2	takakodoi_2002_03_17_19_00-shot17_10-Track1-Frame4925-Face1
naotokan	naotokan_2006_04_08_19_00-shot08_3-Track1-Frame391-Face1	naotokan_2009_07_09_19_00-shot09_73-Track1-Frame16768-Face1
maoasada	maoasada_2006_08_28_19_00-shot28_175-Track1-Frame46373-Face1	maoasada_2010_03_30_19_00-shot30_167-Track1-Frame45315-Face1
osamabinladen	osamabinladen_2001_09_20_19_00-shot20_33-Track1-Frame8508-Face1	osamabinladen_2001_10_02_19_00-shot02_1-Track1-Frame263-Face1
aifukuhara	aifukuhara_2004_08_03_19_00-shot03_163-Track1-Frame41966-Face1	aifukuhara_2004_08_20_19_00-shot20_125-Track1-Frame25743-Face2
masahikokhomura	masahikokhomura_2008_08_11_19_00-shot11_150-Track1-Frame32865-Face2	masahikokhomura_2008_09_04_19_00-shot04_62-Track1-Frame15601-Face1
kaoruyosano	kaoruyosano_2009_03_03_19_00-shot03_75-Track1-Frame22927-Face1	kaoruyosano_2009_07_15_19_00-shot15_87-Track3-Frame21250-Face2
hidekimatsui	hidekimatsui_2003_02_10_19_00-shot10_178-Track1-Frame45725-Face1	hidekimatsui_2006_09_21_19_00-shot21_224-Track1-Frame47670-Face1
aifukuhara	aifukuhara_2004_08_12_19_00-shot12_159-Track1-Frame37178-Face1	aifukuhara_2006_05_03_19_00-shot03_194-Track1-Frame46949-Face1
kaoruyosano	kaoruyosano_2007_09_10_19_00-shot10_80-Track1-Frame18114-Face1	kaoruyosano_2010_04_05_19_00-shot05_101-Track2-Frame17771-Face1
shizukakamei	shizukakamei_2001_04_16_19_00-shot16_104-Track1-Frame26603-Face1	shizukakamei_2010_03_17_19_00-shot17_65-Track1-Frame18041-Face1
donaldrumsfeld	donaldrumsfeld_2003_04_10_19_00-shot10_116-Track1-Frame26782-Face1	donaldrumsfeld_2004_11_09_19_00-shot09_32-Track1-Frame6921-Face1
jianchaoliu	jianchaoliu_2006_10_12_19_00-shot12_26-Track1-Frame5589-Face2	jianchaoliu_2008_05_07_19_00-shot07_125-Track1-Frame22270-Face1
jianchaoliu	jianchaoliu_2006_10_17_19_00-shot17_42-Track1-Frame10685-Face1	jianchaoliu_2008_05_07_19_00-shot07_125-Track1-Frame22270-Face1
makikotanaka	makikotanaka_2001_08_02_19_00-shot02_15-Track1-Frame4770-Face2	makikotanaka_2002_01_28_19_00-shot28_75-Track1-Frame19933-Face1
christopherhill	christopherhill_2007_02_06_19_00-shot06_129-Track1-Frame34620-Face1	christopherhill_2007_02_08_19_00-shot08_21-Track2-Frame5099-Face1
wataruabe	wataruabe_2007_05_16_19_00-shot16_13-Track1-Frame1849-Face1	wataruabe_2007_08_01_19_00-shot01_189-Track1-Frame45119-Face1
jiabaowen	jiabaowen_2005_10_12_19_00-shot12_58-Track1-Frame14964-Face1	jiabaowen_2007_10_22_19_00-shot22_122-Track1-Frame34009-Face1
akinoriasashoryu	akinoriasashoryu_2005_09_21_19_00-shot21_188-Track3-Frame44532-Face1	akinoriasashoryu_2009_09_19_19_00-shot19_188-Track3-Frame45215-Face1
takakodoi	takakodoi_2002_02_04_19_00-shot04_58-Track1-Frame14149-Face1	takakodoi_2002_03_17_19_00-shot17_10-Track1-Frame4925-Face1
junichirokoizumi	junichirokoizumi_2004_12_06_19_00-shot06_95-Track3-Frame32496-Face1	junichirokoizumi_2005_08_01_19_00-shot01_89-Track1-Frame23349-Face2
sadakazutanigaki	sadakazutanigaki_2006_07_27_19_00-shot27_4-Track4-Frame393-Face3	sadakazutanigaki_2010_06_17_19_00-shot17_101-Track2-Frame25074-Face1
katsuyoshieto	katsuyoshieto_2008_07_09_19_00-shot09_117-Track1-Frame30051-Face1	katsuyoshieto_2008_07_12_19_00-shot12_116-Track2-Frame28087-Face2
moo-hyunroh	moo-hyunroh_2002_12_27_19_00-shot27_48-Track1-Frame15530-Face1	moo-hyunroh_2004_03_11_19_00-shot11_127-Track1-Frame26424-Face1
ryutarohashimoto	ryutarohashimoto_2001_04_12_19_00-shot12_80-Track1-Frame13035-Face1	ryutarohashimoto_2001_04_18_19_00-shot18_3-Track1-Frame440-Face1
yumieyoshiba	yumieyoshiba_2009_03_01_19_00-shot01_213-Track1-Frame49038-Face1	yumieyoshiba_2009_03_15_19_00-shot15_209-Track1-Frame48791-Face1
moo-hyunroh	moo-hyunroh_2003_02_05_19_00-shot05_39-Track1-Frame13520-Face1	moo-hyunroh_2003_02_25_19_00-shot25_142-Track1-Frame26790-Face1
hidekimatsui	hidekimatsui_2003_12_30_19_00-shot30_91-Track1-Frame20591-Face1	hidekimatsui_2004_07_22_19_00-shot22_220-Track1-Frame49098-Face1
masayoshison	masayoshison_2005_02_19_19_00-shot19_35-Track1-Frame7503-Face1	masayoshison_2006_11_08_19_00-shot08_146-Track1-Frame45062-Face1
naotokan	naotokan_2010_07_05_19_00-shot05_58-Track1-Frame22137-Face1	naotokan_2011_04_01_19_00-shot01_82-Track1-Frame48244-Face1
jianchaoliu	jianchaoliu_2006_10_12_19_00-shot12_26-Track1-Frame5589-Face2	jianchaoliu_2007_10_16_19_00-shot16_2-Track1-Frame283-Face1
ichiroozawa	ichiroozawa_2007_02_06_19_00-shot06_29-Track1-Frame7620-Face1	ichiroozawa_2009_03_31_19_00-shot31_34-Track1-Frame10525-Face1
yukioedano	yukioedano_2011_03_21_19_00-shot21_15-Track1-Frame18862-Face1	yukioedano_2011_04_21_19_00-shot21_14-Track1-Frame7459-Face1
wataruabe	wataruabe_2007_12_20_19_00-shot20_7-Track1-Frame1356-Face1	wataruabe_2007_12_27_19_00-shot27_184-Track1-Frame48366-Face1
takafumihorie	takafumihorie_2005_03_30_19_00-shot30_8-Track2-Frame1810-Face1	takafumihorie_2006_03_16_19_00-shot16_90-Track1-Frame13376-Face1
myung-baklee	myung-baklee_2007_11_27_19_00-shot27_123-Track1-Frame31914-Face1	myung-baklee_2008_01_14_19_00-shot14_77-Track1-Frame14713-Face1
wataruabe	wataruabe_2007_06_06_19_00-shot06_143-Track1-Frame38516-Face1	wataruabe_2007_06_11_19_00-shot11_71-Track1-Frame17234-Face1
saddamhussein	saddamhussein_2004_06_15_19_00-shot15_80-Track2-Frame26192-Face1	saddamhussein_2006_12_30_19_00-shot30_14-Track1-Frame3502-Face1
donaldrumsfeld	donaldrumsfeld_2001_12_08_19_00-shot08_89-Track3-Frame24446-Face1	donaldrumsfeld_2003_11_07_19_00-shot07_27-Track1-Frame7927-Face1
junichirokoizumi	junichirokoizumi_2002_04_22_19_00-shot22_98-Track1-Frame21694-Face1	junichirokoizumi_2002_12_11_19_00-shot11_111-Track1-Frame26305-Face1
azumakoshiishi	azumakoshiishi_2009_01_26_19_00-shot26_35-Track2-Frame8565-Face1	azumakoshiishi_2010_05_13_19_00-shot13_31-Track1-Frame5680-Face1
aimiyazato	aimiyazato_2005_03_30_19_00-shot30_187-Track1-Frame43138-Face1	aimiyazato_2005_12_23_19_00-shot23_183-Track1-Frame45300-Face1
tonyblair	tonyblair_2001_09_20_19_00-shot20_112-Track1-Frame33809-Face1	tonyblair_2003_04_08_19_00-shot08_93-Track1-Frame25829-Face1
yukiohatoyama	yukiohatoyama_2009_06_27_19_00-shot27_14-Track1-Frame9295-Face1	yukiohatoyama_2009_09_09_19_00-shot09_112-Track1-Frame19245-Face1
donaldrumsfeld	donaldrumsfeld_2003_03_29_19_00-shot29_137-Track1-Frame34716-Face1	donaldrumsfeld_2004_05_08_19_00-shot08_50-Track1-Frame23802-Face1
wataruabe	wataruabe_2007_08_25_19_00-shot25_219-Track1-Frame49139-Face1	wataruabe_2007_12_27_19_00-shot27_184-Track1-Frame48366-Face1
bunmeiibuki	bunmeiibuki_2008_03_14_19_00-shot14_23-Track1-Frame9618-Face1	bunmeiibuki_2009_07_14_19_00-shot14_27-Track1-Frame6289-Face2
