10	300
katsuyaokada	katsuyaokada_2004_05_18_19_00-shot18_28-Track1-Frame4130-Face1	katsuyaokada_2010_09_16_19_00-shot16_26-Track1-Frame5271-Face1
taroaso	taroaso_2007_09_12_19_00-shot12_64-Track1-Frame18994-Face1	taroaso_2009_03_15_19_00-shot15_29-Track2-Frame6775-Face1
akinoriasashoryu	akinoriasashoryu_2003_01_29_19_00-shot29_149-Track1-Frame42204-Face1	akinoriasashoryu_2007_09_01_19_00-shot01_101-Track1-Frame28672-Face1
bunmeiibuki	bunmeiibuki_2007_01_19_19_00-shot19_101-Track1-Frame29958-Face1	bunmeiibuki_2008_02_16_19_00-shot16_65-Track1-Frame16974-Face1
saddamhussein	saddamhussein_2003_11_25_19_00-shot25_50-Track1-Frame16313-Face1	saddamhussein_2004_07_02_19_00-shot02_37-Track1-Frame12193-Face1
akihito	akihito_2006_01_02_19_00-shot02_32-Track1-Frame9304-Face1	akihito_2009_01_02_19_00-shot02_109-Track1-Frame23905-Face1
shizukaarakawa	shizukaarakawa_2006_02_25_19_00-shot25_51-Track1-Frame11189-Face1	shizukaarakawa_2006_03_04_19_00-shot04_99-Track1-Frame23955-Face1
georgebush	georgebush_2003_03_18_19_00-shot18_2-Track1-Frame508-Face2	georgebush_2009_01_16_19_00-shot16_113-Track1-Frame31458-Face1
takenorikanzaki	takenorikanzaki_2001_07_11_19_00-shot11_46-Track1-Frame8979-Face1	takenorikanzaki_2007_06_07_19_00-shot07_93-Track1-Frame31767-Face2
naruhito	naruhito_2004_05_10_19_00-shot10_171-Track1-Frame33866-Face1	naruhito_2005_02_23_19_00-shot23_106-Track1-Frame28200-Face1
yoichimasuzoe	yoichimasuzoe_2008_01_19_19_00-shot19_34-Track1-Frame8347-Face1	yoichimasuzoe_2009_05_20_19_00-shot20_102-Track1-Frame29133-Face1
yoshimiwatanabe	yoshimiwatanabe_2006_12_28_19_00-shot28_57-Track2-Frame14005-Face1	yoshimiwatanabe_2010_06_26_19_00-shot26_69-Track1-Frame23929-Face1
natsuoyamaguchi	natsuoyamaguchi_2010_01_04_19_00-shot04_46-Track1-Frame10665-Face1	natsuoyamaguchi_2010_02_10_19_00-shot10_35-Track1-Frame8482-Face1
osamabinladen	osamabinladen_2001_09_29_19_00-shot29_3-Track1-Frame1838-Face1	osamabinladen_2001_10_02_19_00-shot02_1-Track1-Frame334-Face1
barakobama	barakobama_2009_06_25_19_00-shot25_93-Track1-Frame28020-Face1	barakobama_2009_09_10_19_00-shot10_111-Track1-Frame21902-Face2
monalisa	monalisa_2008_01_15_19_00-shot15_79-Track1-Frame27772-Face1	monalisa_2008_01_15_19_00-shot15_81-Track1-Frame28633-Face1
akinoriasashoryu	akinoriasashoryu_2006_10_31_19_00-shot31_173-Track1-Frame46435-Face1	akinoriasashoryu_2007_03_25_19_00-shot25_146-Track1-Frame42778-Face1
seijimaehara	seijimaehara_2005_09_17_19_00-shot17_44-Track1-Frame7486-Face1	seijimaehara_2006_02_23_19_00-shot23_17-Track1-Frame5379-Face1
tsuyoshiyamashita	tsuyoshiyamashita_2007_10_30_19_00-shot30_60-Track1-Frame14011-Face1	tsuyoshiyamashita_2007_10_30_19_00-shot30_71-Track1-Frame15943-Face1
jyun	jyun_2008_10_07_19_00-shot07_100-Track1-Frame31247-Face1	jyun_2008_10_07_19_00-shot07_104-Track1-Frame32556-Face1
junichirokoizumi	junichirokoizumi_2002_05_08_19_00-shot08_24-Track1-Frame6439-Face1	junichirokoizumi_2003_09_21_19_00-shot21_40-Track1-Frame7464-Face1
katsuyaokada	katsuyaokada_2004_05_13_19_00-shot13_51-Track1-Frame19250-Face1	katsuyaokada_2005_04_12_19_00-shot12_69-Track2-Frame24782-Face1
dae-jungkim	dae-jungkim_2001_10_16_19_00-shot16_199-Track1-Frame58166-Face1	dae-jungkim_2002_01_02_19_00-shot02_113-Track1-Frame33895-Face1
takeshiokada	takeshiokada_2006_06_12_19_00-shot12_44-Track1-Frame13847-Face1	takeshiokada_2006_06_12_19_00-shot12_51-Track1-Frame16173-Face1
kosukekitajima	kosukekitajima_2002_10_14_19_00-shot14_8-Track1-Frame1889-Face1	kosukekitajima_2005_02_26_19_00-shot26_16-Track1-Frame2233-Face1
shohakuho	shohakuho_2010_08_13_19_00-shot13_35-Track1-Frame13790-Face1	shohakuho_2010_09_26_19_00-shot26_20-Track1-Frame6392-Face1
mizuhofukushima	mizuhofukushima_2007_07_11_19_00-shot11_39-Track1-Frame6876-Face1	mizuhofukushima_2009_09_09_19_00-shot09_69-Track1-Frame10417-Face1
georgebush	georgebush_2001_10_21_19_00-shot21_89-Track1-Frame24443-Face1	georgebush_2002_07_31_19_00-shot31_145-Track1-Frame30299-Face1
shizukaarakawa	shizukaarakawa_2006_02_25_19_00-shot25_56-Track1-Frame12271-Face1	shizukaarakawa_2006_05_07_19_00-shot07_84-Track1-Frame19790-Face1
shizukaarakawa	shizukaarakawa_2006_02_26_19_00-shot26_67-Track1-Frame15808-Face1	shizukaarakawa_2006_03_04_19_00-shot04_98-Track1-Frame23800-Face1
takafumihorie	takafumihorie_2005_02_18_19_00-shot18_18-Track1-Frame4928-Face1	takafumihorie_2005_03_16_19_00-shot16_2-Track1-Frame403-Face1
takenorikanzaki	takenorikanzaki_2001_08_07_19_00-shot07_50-Track1-Frame10992-Face1	takenorikanzaki_2002_05_15_19_00-shot15_51-Track1-Frame18818-Face1
masaakishirakawa	masaakishirakawa_2010_06_15_19_00-shot15_185-Track1-Frame45045-Face1	masaakishirakawa_2010_10_28_19_00-shot28_145-Track1-Frame46360-Face1
shizukaarakawa	shizukaarakawa_2006_02_22_19_00-shot22_9-Track1-Frame1247-Face1	shizukaarakawa_2006_03_04_19_00-shot04_100-Track1-Frame24069-Face1
naruhito	naruhito_2004_05_12_19_00-shot12_109-Track1-Frame27736-Face2	naruhito_2006_03_10_19_00-shot10_104-Track1-Frame36435-Face1
hidekimatsui	hidekimatsui_2005_04_20_19_00-shot20_223-Track1-Frame48187-Face1	hidekimatsui_2007_06_09_19_00-shot09_174-Track1-Frame45025-Face1
shizukakamei	shizukakamei_2007_07_07_19_00-shot07_28-Track1-Frame7561-Face1	shizukakamei_2009_08_09_19_00-shot09_116-Track2-Frame28907-Face1
kenfunato	kenfunato_2008_02_27_19_00-shot27_10-Track1-Frame2324-Face1	kenfunato_2008_02_27_19_00-shot27_29-Track2-Frame7823-Face1
hideohigashikokubaru	hideohigashikokubaru_2010_02_02_19_00-shot02_41-Track1-Frame11664-Face1	hideohigashikokubaru_2010_07_15_19_00-shot15_18-Track1-Frame5379-Face1
syunsaito	syunsaito_2008_02_04_19_00-shot04_119-Track1-Frame35492-Face1	syunsaito_2008_02_07_19_00-shot07_39-Track1-Frame11352-Face1
jiabaowen	jiabaowen_2005_10_12_19_00-shot12_58-Track1-Frame14965-Face1	jiabaowen_2010_05_30_19_00-shot30_106-Track1-Frame27019-Face2
shoichinakagawa	shoichinakagawa_2009_02_16_19_00-shot16_72-Track1-Frame17564-Face1	shoichinakagawa_2009_02_16_19_00-shot16_87-Track1-Frame19746-Face1
shintaroishihara	shintaroishihara_2007_12_11_19_00-shot11_81-Track1-Frame22510-Face1	shintaroishihara_2010_04_10_19_00-shot10_73-Track1-Frame12649-Face1
akihiroohta	akihiroohta_2008_09_12_19_00-shot12_127-Track4-Frame36090-Face1	akihiroohta_2008_10_30_19_00-shot30_36-Track1-Frame14761-Face1
zico	zico_2005_09_02_19_00-shot02_156-Track1-Frame48769-Face1	zico_2006_06_26_19_00-shot26_132-Track1-Frame37236-Face1
naokotakahashi	naokotakahashi_2003_01_30_19_00-shot30_145-Track1-Frame44322-Face1	naokotakahashi_2005_05_09_19_00-shot09_179-Track1-Frame47528-Face1
shinrikyoaum	shinrikyoaum_2004_07_07_19_00-shot07_67-Track1-Frame17635-Face1	shinrikyoaum_2006_09_15_19_00-shot15_59-Track1-Frame13775-Face1
masayoshison	masayoshison_2004_02_27_19_00-shot27_123-Track1-Frame39844-Face1	masayoshison_2005_03_26_19_00-shot26_51-Track1-Frame11051-Face1
akitakasaiki	akitakasaiki_2008_06_07_19_00-shot07_156-Track1-Frame39370-Face1	akitakasaiki_2008_12_07_19_00-shot07_96-Track1-Frame35067-Face2
saenakarai	saenakarai_2005_03_26_19_00-shot26_230-Track1-Frame52641-Face1	saenakarai_2005_12_06_19_00-shot06_173-Track1-Frame52514-Face1
seijimaehara	seijimaehara_2002_09_24_19_00-shot24_4-Track1-Frame689-Face1	seijimaehara_2010_01_15_19_00-shot15_156-Track1-Frame43286-Face1
ryoishikawa	ryoishikawa_2007_08_30_19_00-shot30_188-Track1-Frame45653-Face2	ryoishikawa_2008_11_02_19_00-shot02_173-Track1-Frame41914-Face1
shigeofukuchi	shigeofukuchi_2008_01_25_19_00-shot25_82-Track1-Frame28148-Face1	shigeofukuchi_2008_01_25_19_00-shot25_87-Track1-Frame29001-Face1
condoleezzarice	condoleezzarice_2005_03_18_19_00-shot18_96-Track2-Frame26321-Face1	condoleezzarice_2008_06_27_19_00-shot27_37-Track1-Frame10028-Face1
akihito	akihito_2003_01_20_19_00-shot20_238-Track1-Frame50765-Face1	akihito_2006_01_02_19_00-shot02_32-Track1-Frame9304-Face1
condoleezzarice	condoleezzarice_2005_03_18_19_00-shot18_110-Track1-Frame29243-Face1	condoleezzarice_2006_10_17_19_00-shot17_44-Track1-Frame11106-Face1
ryutarohashimoto	ryutarohashimoto_2004_07_30_19_00-shot30_57-Track1-Frame20532-Face1	ryutarohashimoto_2004_08_29_19_00-shot29_73-Track1-Frame25653-Face1
naruhito	naruhito_2002_04_02_19_00-shot02_133-Track1-Frame38500-Face1	naruhito_2004_05_10_19_00-shot10_173-Track1-Frame34202-Face1
muneosuzuki	muneosuzuki_2002_04_26_19_00-shot26_145-Track1-Frame32147-Face1	muneosuzuki_2010_09_08_19_00-shot08_9-Track1-Frame853-Face1
shin	shin_2002_10_12_19_00-shot12_68-Track1-Frame18569-Face1	shin_2009_10_07_19_00-shot07_73-Track1-Frame16522-Face1
pervezmusharraf	pervezmusharraf_2001_09_14_19_00-shot14_34-Track1-Frame17184-Face1	pervezmusharraf_2001_10_31_19_00-shot31_53-Track1-Frame12641-Face1
naruhito	naruhito_2004_05_12_19_00-shot12_14-Track1-Frame2274-Face1	naruhito_2006_03_10_19_00-shot10_104-Track1-Frame36435-Face1
zico	zico_2005_09_02_19_00-shot02_156-Track1-Frame48769-Face1	zico_2006_06_26_19_00-shot26_115-Track1-Frame34928-Face1
myung-baklee	myung-baklee_2007_12_18_19_00-shot18_123-Track1-Frame32244-Face1	myung-baklee_2009_01_12_19_00-shot12_36-Track1-Frame6169-Face1
sennichihoshino	sennichihoshino_2001_12_15_19_00-shot15_10-Track1-Frame1289-Face1	sennichihoshino_2001_12_15_19_00-shot15_177-Track3-Frame45574-Face2
muneosuzuki	muneosuzuki_2002_02_20_19_00-shot20_46-Track1-Frame11184-Face2	muneosuzuki_2002_06_16_19_00-shot16_9-Track1-Frame3259-Face1
colinpowell	colinpowell_2003_02_25_19_00-shot25_164-Track1-Frame34301-Face1	colinpowell_2004_02_07_19_00-shot07_49-Track1-Frame10059-Face2
katsuyoshieto	katsuyoshieto_2008_07_17_19_00-shot17_2-Track1-Frame299-Face1	katsuyoshieto_2008_09_04_19_00-shot04_87-Track4-Frame24276-Face1
takenorikanzaki	takenorikanzaki_2001_07_05_19_00-shot05_88-Track1-Frame23179-Face1	takenorikanzaki_2001_12_13_19_00-shot13_162-Track1-Frame51257-Face1
ryutarohashimoto	ryutarohashimoto_2001_04_12_19_00-shot12_80-Track1-Frame13061-Face1	ryutarohashimoto_2004_08_29_19_00-shot29_70-Track1-Frame25383-Face1
taroaso	taroaso_2007_09_15_19_00-shot15_107-Track1-Frame14483-Face1	taroaso_2009_01_27_19_00-shot27_11-Track1-Frame855-Face1
takafumihorie	takafumihorie_2005_02_11_19_00-shot11_59-Track2-Frame17066-Face1	takafumihorie_2006_01_26_19_00-shot26_8-Track1-Frame3208-Face1
aimiyazato	aimiyazato_2005_12_08_19_00-shot08_206-Track1-Frame46556-Face1	aimiyazato_2009_08_07_19_00-shot07_213-Track1-Frame47352-Face1
akitakasaiki	akitakasaiki_2008_06_07_19_00-shot07_154-Track1-Frame38968-Face1	akitakasaiki_2008_06_07_19_00-shot07_156-Track1-Frame39370-Face1
natsuoyamaguchi	natsuoyamaguchi_2008_08_28_19_00-shot28_141-Track1-Frame38887-Face1	natsuoyamaguchi_2009_10_17_19_00-shot17_52-Track1-Frame12581-Face1
yoichimasuzoe	yoichimasuzoe_2009_03_03_19_00-shot03_74-Track1-Frame22755-Face1	yoichimasuzoe_2009_05_09_19_00-shot09_15-Track1-Frame4790-Face1
shoichinakagawa	shoichinakagawa_2004_08_10_19_00-shot10_64-Track1-Frame22148-Face1	shoichinakagawa_2009_02_17_19_00-shot17_37-Track1-Frame4331-Face1
junichirokoizumi	junichirokoizumi_2002_12_02_19_00-shot02_148-Track1-Frame33949-Face1	junichirokoizumi_2005_05_30_19_00-shot30_26-Track1-Frame6702-Face1
kosukekitajima	kosukekitajima_2005_02_19_19_00-shot19_165-Track1-Frame44540-Face1	kosukekitajima_2005_03_10_19_00-shot10_159-Track1-Frame44000-Face2
kikokawashima	kikokawashima_2006_09_01_19_00-shot01_12-Track1-Frame1504-Face1	kikokawashima_2006_09_12_19_00-shot12_92-Track1-Frame18349-Face1
christopherhill	christopherhill_2006_12_16_19_00-shot16_6-Track1-Frame605-Face1	christopherhill_2007_02_08_19_00-shot08_21-Track2-Frame5184-Face1
natsuoyamaguchi	natsuoyamaguchi_2009_10_17_19_00-shot17_47-Track1-Frame12180-Face2	natsuoyamaguchi_2009_10_17_19_00-shot17_49-Track1-Frame12390-Face2
kazuoshii	kazuoshii_2007_07_05_19_00-shot05_97-Track3-Frame32599-Face1	kazuoshii_2008_02_28_19_00-shot28_108-Track1-Frame28402-Face1
jong-ilkim	jong-ilkim_2002_08_30_19_00-shot30_173-Track1-Frame51732-Face1	jong-ilkim_2006_07_17_19_00-shot17_70-Track1-Frame17322-Face1
saenakarai	saenakarai_2005_03_26_19_00-shot26_230-Track1-Frame52641-Face1	saenakarai_2005_11_24_19_00-shot24_215-Track1-Frame50765-Face1
kosukekitajima	kosukekitajima_2005_02_26_19_00-shot26_16-Track1-Frame2233-Face1	kosukekitajima_2009_03_31_19_00-shot31_172-Track2-Frame45914-Face2
ryutarohashimoto	ryutarohashimoto_2004_07_30_19_00-shot30_57-Track1-Frame20532-Face1	ryutarohashimoto_2006_07_01_19_00-shot01_58-Track1-Frame8641-Face1
muneosuzuki	muneosuzuki_2002_06_16_19_00-shot16_9-Track1-Frame3259-Face1	muneosuzuki_2002_08_01_19_00-shot01_66-Track1-Frame20600-Face2
kotomitsuki	kotomitsuki_2001_05_18_19_00-shot18_146-Track1-Frame41652-Face1	kotomitsuki_2010_06_15_19_00-shot15_13-Track1-Frame2405-Face1
ebizoichikawa	ebizoichikawa_2010_12_08_19_00-shot08_56-Track1-Frame25147-Face1	ebizoichikawa_2010_12_28_19_00-shot28_79-Track1-Frame37654-Face1
ryoishikawa	ryoishikawa_2009_02_14_19_00-shot14_152-Track1-Frame41325-Face1	ryoishikawa_2009_07_19_19_00-shot19_175-Track1-Frame48461-Face1
shoichinakagawa	shoichinakagawa_2009_02_17_19_00-shot17_2-Track1-Frame81-Face1	shoichinakagawa_2009_02_17_19_00-shot17_36-Track1-Frame4201-Face1
akitakasaiki	akitakasaiki_2008_06_07_19_00-shot07_153-Track1-Frame38735-Face1	akitakasaiki_2008_12_07_19_00-shot07_96-Track1-Frame35067-Face2
akihiroohta	akihiroohta_2007_08_27_19_00-shot27_216-Track1-Frame41629-Face1	akihiroohta_2008_11_27_19_00-shot27_121-Track1-Frame28292-Face1
georgebush	georgebush_2003_03_07_19_00-shot07_110-Track1-Frame27475-Face1	georgebush_2005_09_02_19_00-shot02_77-Track1-Frame21362-Face1
takeshiokada	takeshiokada_2006_06_12_19_00-shot12_42-Track1-Frame12348-Face1	takeshiokada_2006_06_12_19_00-shot12_44-Track1-Frame13847-Face1
shizukakamei	shizukakamei_2001_04_13_19_00-shot13_64-Track1-Frame16429-Face1	shizukakamei_2009_09_30_19_00-shot30_119-Track2-Frame35200-Face2
saenakarai	saenakarai_2004_10_07_19_00-shot07_200-Track1-Frame50996-Face1	saenakarai_2004_11_11_19_00-shot11_186-Track1-Frame48950-Face1
banrikaieda	banrikaieda_2011_01_14_19_00-shot14_53-Track2-Frame20321-Face1	banrikaieda_2011_01_14_19_00-shot14_75-Track2-Frame28285-Face1
muneosuzuki	muneosuzuki_2002_06_16_19_00-shot16_9-Track1-Frame3259-Face1	muneosuzuki_2005_08_18_19_00-shot18_34-Track1-Frame8187-Face2
kikokawashima	kikokawashima_2006_07_27_19_00-shot27_153-Track1-Frame35041-Face1	kikokawashima_2006_09_12_19_00-shot12_92-Track1-Frame18349-Face1
daisuketakahashi	daisuketakahashi_2010_03_30_19_00-shot30_165-Track1-Frame44744-Face1	daisuketakahashi_2010_03_30_19_00-shot30_166-Track1-Frame44822-Face1
daisuketakahashi	daisuketakahashi_2010_02_19_19_00-shot19_8-Track1-Frame1252-Face1	daisuketakahashi_2010_03_30_19_00-shot30_165-Track1-Frame44744-Face1
shinzoabe	shinzoabe_2006_12_08_19_00-shot08_145-Track1-Frame32857-Face1	shinzoabe_2007_03_09_19_00-shot09_18-Track1-Frame6010-Face1
katsuyaokada	katsuyaokada_2009_12_11_19_00-shot11_65-Track1-Frame20926-Face1	katsuyaokada_2010_03_09_19_00-shot09_42-Track1-Frame12719-Face1
sachiyonomura	sachiyonomura_2001_12_04_19_00-shot04_60-Track1-Frame17368-Face2	sachiyonomura_2001_12_05_19_00-shot05_75-Track1-Frame26668-Face1
naokotakahashi	naokotakahashi_2001_10_07_19_00-shot07_89-Track1-Frame30929-Face1	naokotakahashi_2005_05_09_19_00-shot09_182-Track1-Frame47813-Face1
hideohigashikokubaru	hideohigashikokubaru_2010_02_02_19_00-shot02_41-Track1-Frame11664-Face1	hideohigashikokubaru_2010_09_29_19_00-shot29_66-Track1-Frame30472-Face1
shoichinakagawa	shoichinakagawa_2009_02_17_19_00-shot17_44-Track1-Frame4897-Face1	shoichinakagawa_2009_02_19_19_00-shot19_33-Track1-Frame9684-Face1
shizukaarakawa	shizukaarakawa_2006_02_22_19_00-shot22_123-Track1-Frame20791-Face1	shizukaarakawa_2006_03_27_19_00-shot27_126-Track1-Frame29095-Face1
osamabinladen	osamabinladen_2001_12_19_19_00-shot19_4-Track1-Frame1065-Face1	osamabinladen_2011_05_02_19_00-shot02_16-Track1-Frame7560-Face1
georgebush	georgebush_2002_08_30_19_00-shot30_124-Track1-Frame40461-Face1	georgebush_2007_01_11_19_00-shot11_22-Track1-Frame7735-Face1
maoasada	maoasada_2009_07_08_19_00-shot08_190-Track1-Frame47963-Face1	maoasada_2010_04_11_19_00-shot11_208-Track3-Frame44671-Face1
natsuoyamaguchi	natsuoyamaguchi_2009_10_17_19_00-shot17_46-Track1-Frame11943-Face1	natsuoyamaguchi_2009_10_17_19_00-shot17_48-Track1-Frame12279-Face2
masahikokhomura	masahikokhomura_2008_07_22_19_00-shot22_50-Track1-Frame10010-Face1	masahikokhomura_2008_09_11_19_00-shot11_77-Track1-Frame25262-Face1
masaakishirakawa	masaakishirakawa_2008_04_11_19_00-shot11_3-Track1-Frame276-Face1	masaakishirakawa_2008_12_19_19_00-shot19_2-Track1-Frame237-Face1
akitakasaiki	akitakasaiki_2008_06_07_19_00-shot07_153-Track1-Frame38735-Face1	akitakasaiki_2008_06_07_19_00-shot07_156-Track1-Frame39370-Face1
masaakishirakawa	masaakishirakawa_2008_03_11_19_00-shot11_36-Track3-Frame8491-Face1	masaakishirakawa_2008_09_17_19_00-shot17_36-Track1-Frame13447-Face1
nicolassakozy	nicolassakozy_2005_11_12_19_00-shot12_8-Track1-Frame1333-Face1	nicolassakozy_2007_05_03_19_00-shot03_64-Track1-Frame15923-Face1
nicolassakozy	nicolassakozy_2005_11_12_19_00-shot12_8-Track1-Frame1333-Face1	nicolassakozy_2008_07_08_19_00-shot08_42-Track1-Frame14337-Face1
takeshiokada	takeshiokada_2006_06_12_19_00-shot12_46-Track1-Frame14695-Face1	takeshiokada_2006_06_12_19_00-shot12_51-Track1-Frame16173-Face1
monalisa	monalisa_2006_04_27_19_00-shot27_68-Track1-Frame19554-Face1	monalisa_2008_01_15_19_00-shot15_81-Track1-Frame28633-Face1
dae-jungkim	dae-jungkim_2001_10_15_19_00-shot15_274-Track1-Frame91465-Face1	dae-jungkim_2002_03_13_19_00-shot13_130-Track1-Frame39540-Face1
shizukakamei	shizukakamei_2003_08_30_19_00-shot30_80-Track1-Frame19972-Face1	shizukakamei_2007_07_07_19_00-shot07_27-Track1-Frame7298-Face1
yujiang	yujiang_2006_07_11_19_00-shot11_36-Track1-Frame12734-Face1	yujiang_2010_12_28_19_00-shot28_104-Track1-Frame46071-Face1
jianchaoliu	jianchaoliu_2007_03_20_19_00-shot20_69-Track1-Frame24438-Face1	jianchaoliu_2008_05_07_19_00-shot07_125-Track1-Frame22260-Face1
martinahingis	martinahingis_2006_01_30_19_00-shot30_171-Track1-Frame42839-Face1	martinahingis_2006_02_01_19_00-shot01_192-Track1-Frame48654-Face1
akitakasaiki	akitakasaiki_2008_06_07_19_00-shot07_156-Track1-Frame39370-Face1	akitakasaiki_2008_09_06_19_00-shot06_150-Track1-Frame39238-Face1
takenorikanzaki	takenorikanzaki_2001_11_10_19_00-shot10_91-Track1-Frame31117-Face1	takenorikanzaki_2002_05_15_19_00-shot15_51-Track1-Frame18818-Face1
sachiyonomura	sachiyonomura_2001_12_04_19_00-shot04_62-Track1-Frame17480-Face1	sachiyonomura_2001_12_05_19_00-shot05_84-Track1-Frame31436-Face1
maoasada	maoasada_2009_04_01_19_00-shot01_107-Track1-Frame32268-Face1	maoasada_2010_02_21_19_00-shot21_77-Track4-Frame12584-Face1
shigeofukuchi	shigeofukuchi_2008_01_25_19_00-shot25_80-Track1-Frame27897-Face1	shigeofukuchi_2010_10_14_19_00-shot14_60-Track1-Frame40031-Face1
yasuofukuda	yasuofukuda_2008_03_29_19_00-shot29_27-Track1-Frame8818-Face1	yasuofukuda_2008_04_14_19_00-shot14_44-Track1-Frame19555-Face1
aifukuhara	aifukuhara_2004_04_14_19_00-shot14_154-Track1-Frame46544-Face1	aifukuhara_2004_08_16_19_00-shot16_135-Track1-Frame23210-Face1
shinrikyoaum	shinrikyoaum_2003_10_30_19_00-shot30_22-Track1-Frame5383-Face1	shinrikyoaum_2004_07_07_19_00-shot07_67-Track1-Frame17635-Face1
shin	shin_2002_08_27_19_00-shot27_98-Track1-Frame26490-Face1	shin_2002_10_12_19_00-shot12_166-Track1-Frame38661-Face1
akihiroohta	akihiroohta_2008_09_12_19_00-shot12_127-Track4-Frame36090-Face1	akihiroohta_2009_06_05_19_00-shot05_62-Track1-Frame19209-Face1
syunsaito	syunsaito_2008_02_07_19_00-shot07_39-Track1-Frame11352-Face1	syunsaito_2008_10_07_19_00-shot07_99-Track1-Frame31124-Face1
ryoishikawa	ryoishikawa_2009_01_04_19_00-shot04_159-Track1-Frame47377-Face1	ryoishikawa_2011_01_04_19_00-shot04_83-Track4-Frame48533-Face1
jiwoochoi	jiwoochoi_2004_07_22_19_00-shot22_95-Track1-Frame22144-Face1	jiwoochoi_2004_07_22_19_00-shot22_99-Track1-Frame22927-Face1
taroaso	taroaso_2008_09_10_19_00-shot10_72-Track1-Frame26105-Face1	taroaso_2009_01_04_19_00-shot04_91-Track1-Frame28209-Face2
shigeofukuchi	shigeofukuchi_2008_01_25_19_00-shot25_81-Track1-Frame28068-Face1	shigeofukuchi_2008_01_25_19_00-shot25_95-Track1-Frame30514-Face1
katsuyoshieto	katsuyoshieto_2008_07_10_19_00-shot10_17-Track1-Frame7576-Face1	katsuyoshieto_2008_07_17_19_00-shot17_2-Track1-Frame299-Face1
christopherhill	christopherhill_2006_12_23_19_00-shot23_18-Track1-Frame3477-Face1	christopherhill_2007_06_22_19_00-shot22_26-Track1-Frame3654-Face1
masaakishirakawa	masaakishirakawa_2008_10_07_19_00-shot07_51-Track1-Frame15974-Face1	masaakishirakawa_2008_10_31_19_00-shot31_3-Track1-Frame447-Face1
akihiroohta	akihiroohta_2007_08_22_19_00-shot22_104-Track1-Frame20247-Face1	akihiroohta_2008_08_26_19_00-shot26_84-Track1-Frame24005-Face1
shigeofukuchi	shigeofukuchi_2008_01_25_19_00-shot25_90-Track1-Frame29786-Face1	shigeofukuchi_2008_01_25_19_00-shot25_96-Track1-Frame30912-Face1
shizukaarakawa	shizukaarakawa_2006_02_25_19_00-shot25_71-Track1-Frame16601-Face1	shizukaarakawa_2006_02_25_19_00-shot25_73-Track1-Frame17790-Face1
muneosuzuki	muneosuzuki_2002_05_15_19_00-shot15_72-Track1-Frame28328-Face1	muneosuzuki_2002_08_01_19_00-shot01_66-Track1-Frame20600-Face2
kosukekitajima	kosukekitajima_2002_10_14_19_00-shot14_141-Track1-Frame46326-Face1	kosukekitajima_2005_02_19_19_00-shot19_166-Track1-Frame44648-Face1
shizukakamei	shizukakamei_2001_04_12_19_00-shot12_83-Track1-Frame13547-Face1	shizukakamei_2003_08_30_19_00-shot30_79-Track1-Frame19382-Face1
masahikokhomura	masahikokhomura_2008_06_27_19_00-shot27_47-Track2-Frame12126-Face1	masahikokhomura_2008_09_04_19_00-shot04_62-Track1-Frame15608-Face1
ebizoichikawa	ebizoichikawa_2010_12_08_19_00-shot08_50-Track1-Frame24755-Face1	ebizoichikawa_2010_12_08_19_00-shot08_69-Track1-Frame30236-Face1
naokotakahashi	naokotakahashi_2004_03_15_19_00-shot15_9-Track1-Frame537-Face1	naokotakahashi_2005_11_18_19_00-shot18_182-Track1-Frame48457-Face1
muneosuzuki	muneosuzuki_2002_03_15_19_00-shot15_46-Track1-Frame4832-Face1	muneosuzuki_2010_09_08_19_00-shot08_9-Track1-Frame853-Face1
junichirokoizumi	junichirokoizumi_2003_09_12_19_00-shot12_95-Track1-Frame25460-Face1	junichirokoizumi_2006_04_11_19_00-shot11_70-Track1-Frame16545-Face1
hidekimatsui	hidekimatsui_2006_04_04_19_00-shot04_203-Track2-Frame44390-Face1	hidekimatsui_2006_09_02_19_00-shot02_181-Track1-Frame47666-Face1
akinoriasashoryu	akinoriasashoryu_2003_01_29_19_00-shot29_153-Track1-Frame43107-Face1	akinoriasashoryu_2007_03_25_19_00-shot25_146-Track1-Frame42778-Face1
tetsuroyano	tetsuroyano_2008_07_25_19_00-shot25_89-Track1-Frame23902-Face2	tetsuroyano_2008_09_04_19_00-shot04_91-Track2-Frame26165-Face2
kosukekitajima	kosukekitajima_2003_07_31_19_00-shot31_106-Track1-Frame22369-Face1	kosukekitajima_2005_03_10_19_00-shot10_161-Track1-Frame44262-Face1
yukiohatoyama	yukiohatoyama_2009_07_06_19_00-shot06_43-Track1-Frame7964-Face1	yukiohatoyama_2010_04_10_19_00-shot10_100-Track2-Frame20145-Face1
kotomitsuki	kotomitsuki_2001_09_23_19_00-shot23_88-Track1-Frame26790-Face2	kotomitsuki_2010_06_14_19_00-shot14_22-Track1-Frame3048-Face1
masahikokhomura	masahikokhomura_2007_08_09_19_00-shot09_37-Track1-Frame11014-Face1	masahikokhomura_2008_04_25_19_00-shot25_106-Track3-Frame19788-Face1
yoichimasuzoe	yoichimasuzoe_2007_10_12_19_00-shot12_125-Track1-Frame30650-Face1	yoichimasuzoe_2008_12_04_19_00-shot04_169-Track1-Frame46029-Face1
